"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0038804",87.0787491855577,0.914674694308686,0.296658177379895,3.08326135617483,0.0020474525235215,0.0261548644870618
"FBgn0050185",331.882598562023,0.532377205434077,0.172708202773659,3.08252414699595,0.00205253077323567,0.0261548644870618
"FBgn0038912",409.774207481957,-0.490116064570344,0.159041509663302,-3.08168644530564,0.00205831528769727,0.0261718905461283
"FBgn0037223",15.7711812648035,-2.21295287008364,0.71828026900361,-3.0809044402033,0.00206372869833472,0.0261988050569744
"FBgn0085261",125.626746251668,-0.797853981431809,0.259072209621515,-3.07965868897098,0.00207237936132281,0.0262666647279623
"FBgn0032420",99.2617569846833,0.859194614244624,0.279037801547012,3.079133398705,0.00207603700722688,0.0262711243573758
"FBgn0034886",4705.71370185326,-0.346435963449784,0.112669041675688,-3.07481059834504,0.00210636270921093,0.0266125031003168
"FBgn0035496",164.827854147604,-0.701867206336897,0.228355504868735,-3.07357252780198,0.00211512267269915,0.0266384784151191
"FBgn0036728",1128.96711981701,0.402734965926152,0.13102715008152,3.07367568992827,0.00211439147553547,0.0266384784151191
"FBgn0031885",401.494203718113,-0.504961458156292,0.164402564088927,-3.07149381127142,0.00212990579370981,0.0267822173142593
"FBgn0010314",238.811597919423,0.598272192470804,0.19516613657073,3.06545081530569,0.00217342121867781,0.027157513246592
"FBgn0025739",404.900559701351,0.490210267435472,0.159904209709887,3.06564954309119,0.00217197732170884,0.027157513246592
"FBgn0030079",1996.6235094141,0.398941808485969,0.13011452235081,3.06608210427393,0.00216883750047066,0.027157513246592
"FBgn0035285",546.505264573915,0.443091031048867,0.144497030010181,3.06643694349738,0.00216626494499666,0.027157513246592
"FBgn0035766",1197.21659506207,-0.38051244834694,0.124214719817608,-3.06334425505824,0.00218878105011765,0.0273065039329434
"FBgn0025700",828.463909600952,0.42873155604171,0.140029227826588,3.06172905968353,0.00220062545237601,0.0273989201626029
"FBgn0038107",1025.03499781747,0.420273177290968,0.137281601769048,3.06139476721727,0.00220308418068495,0.0273989201626029
"FBgn0026430",801.704025064856,0.396100750587225,0.129507015626621,3.05852735985527,0.00222427767366422,0.0276192729259525
"FBgn0028360",497.957776561268,0.478588187746351,0.15669078486741,3.0543480151135,0.00225550266575039,0.0278799979078382
"FBgn0039178",13.2413969478142,2.61550678083189,0.856333519350894,3.05430853952145,0.00225579950355353,0.0278799979078382
"FBgn0053460",1257.04579046196,-0.382876492335959,0.12532422673632,-3.05508761000796,0.00224994787376266,0.0278799979078382
"FBgn0035312",168.96523772134,-0.668169608107912,0.21888683973795,-3.05258008616616,0.00226883180328899,0.0279975253738162
"FBgn0040070",2763.26709885124,0.351110841382623,0.115054703662616,3.05168611282693,0.00227559926881595,0.0280374998283416
"FBgn0034408",156.730637301748,0.728260359341534,0.238718189080213,3.05071164517266,0.00228299714533987,0.0280851057492506
"FBgn0030052",5603.2713188352,-0.306272592229713,0.100523837241491,-3.04676582822785,0.00231317841075927,0.0284124093204079
"FBgn0028331",3493.11054612975,-0.323997180094984,0.106562283765266,-3.04044891538435,0.00236225761290016,0.0289260011836276
"FBgn0052687",242.484491104338,-0.575583301473321,0.189308770585299,-3.04044709441486,0.00236227189734168,0.0289260011836276
"FBgn0038842",1151.18440032389,-0.359941972131597,0.118487517468859,-3.03780499263306,0.00238308114522419,0.0291359167093794
"FBgn0025383",72.0893747269083,-1.00771950351146,0.331901714427319,-3.0361985482667,0.00239581543328022,0.0291840396665112
"FBgn0035623",249.647034959581,0.572231663254062,0.188464809929152,3.03627856823338,0.00239517964359547,0.0291840396665112
"FBgn0039696",550.654790191849,0.436685133125596,0.143839499308474,3.03591944650122,0.00239803421444971,0.0291840396665112
"FBgn0011259",201.074028275157,0.642066927406232,0.211903592260644,3.02999548311801,0.00244557396137083,0.0297170890994098
"FBgn0035802",64.8356742264143,-1.06415251009064,0.352070735998839,-3.02255314424697,0.00250652066720414,0.0304111751790401
"FBgn0039890",710.345298696976,-0.481361555348253,0.159586052606479,-3.01631344021795,0.00255868615593923,0.0309967665872699
"FBgn0250747",785.942854158482,-0.391569776597925,0.12988496949435,-3.01474279989694,0.00257197258603478,0.0311102985406673
"FBgn0041604",231.995775517874,0.584444805404569,0.194344257543742,3.00726562642595,0.00263609310189012,0.0318374344691806
"FBgn0039874",633.756393255197,-0.412421661442592,0.137245245744128,-3.00499779942459,0.00265582770929832,0.0320271059268494
"FBgn0261550",7501.45802526549,-0.321330347975194,0.107028056566796,-3.00230012842147,0.00267947861993402,0.0322633584736601
"FBgn0037717",405.769571982632,0.475172806096413,0.158402505941803,2.99978086376355,0.00270173905900887,0.0324821789741959
"FBgn0051098",121.49799743039,-0.773096150454459,0.258064219905011,-2.99575102173801,0.00273769866246863,0.0328647904390305
"FBgn0030241",984.571336620632,0.375038480422107,0.125414652261187,2.9903880739633,0.00278623217728049,0.0333969639711132
"FBgn0003507",4221.60535433989,-0.331917741187,0.11104441263677,-2.98905395873193,0.00279842706666863,0.0334926203295416
"FBgn0023129",275.191870760677,-0.552015721155615,0.184881110264428,-2.98578757108332,0.00282849053372817,0.0338015252203575
"FBgn0024308",19274.9860638881,-0.372186895251005,0.124678063270739,-2.98518348366383,0.00283408269459771,0.0338105129861245
"FBgn0033153",204.128386753377,0.608650242882102,0.203917429123372,2.9847877422673,0.00283775162473198,0.0338105129861245
"FBgn0032444",4531.71103453845,0.307707138597819,0.103114122733129,2.98414155541235,0.00284375176517398,0.0338312803560444
"FBgn0032202",301.071449334011,-0.547123201823036,0.183470489847502,-2.98207740262642,0.00286299604983264,0.0339686823143017
"FBgn0039665",1775.10053114238,0.332280646092001,0.111429308053979,2.98198608512436,0.00286385015107363,0.0339686823143017
"FBgn0020618",22732.5928980619,-0.296226514387674,0.0993543549103761,-2.98151515003937,0.0028682585457678,0.0339702692447343
"FBgn0028670",3036.91655866341,0.312512954776944,0.104847310482716,2.9806482716451,0.00287638954251787,0.0340158745452225
"FBgn0052529",7723.10499872515,-0.333886804724149,0.112053441558341,-2.97971039604623,0.00288521015951304,0.0340694875745173
"FBgn0039590",1125.96402084405,0.420192769233275,0.141115013945737,2.97766167811777,0.00290456406525304,0.0341964009282458
"FBgn0051150",6582.8091315279,-0.292088119342071,0.0980830434582842,-2.97796753693007,0.00290166716189941,0.0341964009282458
"FBgn0010549",295.845761722434,-0.522929994860369,0.17566181337089,-2.97691333606048,0.00291166302706874,0.0342292693433658
"FBgn0031538",185.522185530522,0.661533273400924,0.222411371397942,2.97436803362585,0.00293592710013502,0.0344635342167991
"FBgn0003031",30733.5831247589,-0.272620127832114,0.0917328295009568,-2.97189271621966,0.00295970086003733,0.0346913609656588
"FBgn0000395",374.255335511648,-0.547378958790699,0.184299586481741,-2.97004984785968,0.00297751429781155,0.0348487571792465
"FBgn0000447",467.330288448991,0.461373933490156,0.155542725334487,2.96621994052113,0.0030148480175888,0.0352338194055562
"FBgn0032105",458.009951189036,0.454016772736264,0.153237791884222,2.96282507828939,0.00304829742238109,0.0355724223431167
"FBgn0030796",7536.23480728054,0.281958111104999,0.0952551279796283,2.96003078349021,0.00307608303975256,0.0358440350687883
"FBgn0035091",309.026150283539,0.538098540030279,0.181857563269943,2.95890107815611,0.00308738190017974,0.035923021904434
"FBgn0031170",683.827586510996,-0.426373823539708,0.144300143800029,-2.95477060737083,0.00312901609090044,0.0363542264245407
"FBgn0010238",1555.31503440346,0.345692996951969,0.117052610240003,2.95331301235542,0.00314383006499521,0.036473018286886
"FBgn0261109",286.759883003579,0.526782075369664,0.178437475445288,2.95219417364591,0.00315524449927433,0.0365520816847421
"FBgn0035173",396.51114636336,0.494924951154553,0.167716382121693,2.9509636738732,0.0031678417141437,0.0366445969465793
"FBgn0033777",682.483723518797,0.398460425038834,0.135148430317362,2.94831707703263,0.00319509166193115,0.0369060951124518
"FBgn0086532",1288.67438316216,0.343943994149761,0.116742116857653,2.94618603300762,0.00321718843380281,0.0371073969280565
"FBgn0036053",1772.0979714959,-0.32315875658058,0.109787372782142,-2.94349658245164,0.00324527406199227,0.0373770912618153
"FBgn0035710",14.0634688870054,2.30568300292598,0.78440526694083,2.93940275531054,0.00328845445196812,0.0378196056871066
"FBgn0086253",548.804652258279,0.423623589684368,0.144181342471596,2.93813042951672,0.0033019807590018,0.0379202905950684
"FBgn0027339",1033.85539884377,-0.434636937686917,0.148017557016317,-2.93638772621415,0.00332058997563778,0.0380241045192989
"FBgn0041607",523.745864372836,-0.433038909898084,0.147472590254172,-2.93640268440211,0.00332042984109328,0.0380241045192989
"FBgn0036287",11.5722720114322,2.68196260697839,0.914217943462573,2.93361405358173,0.00335040533147516,0.0383103182291124
"FBgn0034259",687.454917927731,0.416568990114572,0.142083445009521,2.9318615556278,0.00336936912497946,0.0384718052244422
"FBgn0046763",1389.63930794124,-0.334436418826599,0.11410964904475,-2.93083382190971,0.00338053565294017,0.0385439265909835
"FBgn0026439",202.443564950651,-0.593850220285398,0.203149657554728,-2.92321546308989,0.00346436696301791,0.0394431579586007
"FBgn0025836",54.6587871214305,-1.07595458231898,0.368222997366641,-2.92201896680463,0.00347770361732327,0.03953835571798
"FBgn0025683",3183.11358106886,-0.299044061102163,0.102466840533717,-2.91844717319807,0.00351779475148864,0.039880049771869
"FBgn0038347",2428.50366476484,0.305947086559023,0.104822667060015,2.91871114464066,0.00351481750927301,0.039880049771869
"FBgn0035165",2915.28208182468,0.317733008096049,0.108909362841955,2.9174076480195,0.00352954151935692,0.039899383292076
"FBgn0035523",34.4192055313783,1.52382225653903,0.522252078066947,2.91779070019076,0.00352520883445236,0.039899383292076
"FBgn0033363",57.8879206779809,-1.06061811711869,0.363869395444976,-2.91483188857271,0.00355880186389474,0.0401730091084823
"FBgn0028694",1238.99770010426,0.354081678982063,0.121725102563093,2.90886326260053,0.00362745478083506,0.0408899051677961
"FBgn0028954",1216.4048550911,0.36796515054907,0.126640222508852,2.90559463067392,0.00366555990234417,0.041260912951741
"FBgn0040308",538.999063921124,0.429208908783164,0.148047084528581,2.89913786650965,0.00374190319595108,0.0420606855703299
"FBgn0011592",356.462877575288,0.486082362409725,0.167752090375442,2.89762328041239,0.00376001931066571,0.0422046235337012
"FBgn0028394",107.224267967551,-0.801333579332549,0.276725195509434,-2.89577383026993,0.00378224885197804,0.0423942618147666
"FBgn0015801",611.62335440141,-0.399917454101562,0.138234994907272,-2.89302614269148,0.00381549537808411,0.042541729626456
"FBgn0032886",1251.72113143262,-0.378479513355123,0.130839680547074,-2.89269670922923,0.00381949924035838,0.042541729626456
"FBgn0035148",685.199034544165,0.405074312771095,0.140044089579582,2.89247703339102,0.00382217125371707,0.042541729626456
"FBgn0041094",1370.18505257293,-0.366860041630092,0.126780714050007,-2.89365811179599,0.00380782523749411,0.042541729626456
"FBgn0043362",999.778917232908,-0.371070455432508,0.128216338020923,-2.89409650252181,0.00380251277033314,0.042541729626456
"FBgn0052021",415.772934132609,0.482478459597788,0.166916536176143,2.89053721489067,0.00384583993639019,0.0427453006636263
"FBgn0033786",2129.10716803765,0.308412416200952,0.106795815402072,2.88786985744544,0.00387860313294717,0.0430492445496245
"FBgn0030485",258.079997598946,0.555103117773096,0.192266922155528,2.88714830169312,0.00388750947944508,0.0430879188746862
"FBgn0036454",620.73765725863,-0.45029408646375,0.156001833459219,-2.88646662977498,0.00389594059083576,0.0431212254531641
"FBgn0004368",1486.22232110991,0.335232480022307,0.11615990660562,2.88595686599914,0.00390225634412056,0.0431247028888684
"FBgn0052677",39.4668816824635,1.25283963292224,0.434174689473304,2.88556579482341,0.0039071078495011,0.0431247028888684
"FBgn0014388",17417.7762335474,-0.317751918337142,0.110138727484843,-2.88501534013883,0.00391394589911202,0.0431402608325149
"FBgn0017577",1026.3657694359,0.358401980174437,0.124495996907102,2.8788233282864,0.00399161877610998,0.043935449326518
"FBgn0051116",128.218184644924,0.712755002963267,0.247623582573943,2.878380950451,0.00399722119201614,0.0439362611520778
"FBgn0013997",1403.13493904301,0.37549987365199,0.130493365279756,2.8775399641735,0.00400789140480665,0.0439926975055227
"FBgn0259734",225.268532250207,0.587717925324791,0.204865953416775,2.86879257154628,0.00412041922998022,0.0451654780974522
"FBgn0050389",2276.75003595096,0.33712842896056,0.117653404989703,2.865437077576,0.00416434023143433,0.0455840383184692
"FBgn0000578",4058.10038678723,-0.351700723363607,0.122842238113201,-2.86302764232861,0.00419613953998423,0.0458689421241468
"FBgn0026150",736.519088734254,0.377014607500312,0.131729476861665,2.86203677781421,0.00420928059662323,0.045949385853523
"FBgn0032785",148.012565131133,-0.666526522409439,0.233093623816495,-2.85947985833438,0.00424336364043892,0.046257902401328
"FBgn0013720",291.1914788999,0.520455305184071,0.18212047905724,2.85775277924945,0.00426652656173093,0.0464466939535283
"FBgn0029664",461.097457047486,0.438217493021124,0.153402673202306,2.85664834825406,0.00428139881121527,0.0465448376918301
"FBgn0032026",1939.05660394571,0.3176744935446,0.111269906166977,2.85499021692247,0.00430381546428161,0.0467246195282049
"FBgn0042094",74.3147671557672,-0.909323637649008,0.318675479282435,-2.85344714848015,0.00432477210174183,0.046888081708789
"FBgn0032436",14.6067766327553,2.32205446331564,0.814493235353043,2.85091927412896,0.00435930353654253,0.0471980724862446
"FBgn0031079",3189.0706868031,0.366776500796768,0.128844402804906,2.84666227490017,0.00441802054084866,0.0477687200518698
"FBgn0039876",206.488653480686,0.590971378605203,0.2076406469695,2.84612568507364,0.00442547239861996,0.0477842787389033
"FBgn0013347",418.520207652674,0.480782263888034,0.169083597923589,2.84345891495227,0.00446267625644027,0.0481206081545872
"FBgn0011674",89.7508559322303,0.838341278996286,0.294930209535085,2.84250731831714,0.00447602034732183,0.0481990971546973
"FBgn0030054",1886.07499711946,-0.349249777728867,0.122915270590694,-2.84138639609609,0.00449178523369401,0.0483034062952182
"FBgn0014033",4284.03117254349,-0.286704054588793,0.10095740732606,-2.83985159863339,0.00451345254866001,0.048470820816488
"FBgn0032699",1205.30835017435,0.334948212410167,0.117993301992746,2.83870530575336,0.00452969691888826,0.0485141528496024
"FBgn0050011",3163.13803144012,-0.33314823031943,0.117344809397028,-2.83905382804147,0.00452475233769771,0.0485141528496024
"FBgn0030305",392.190619663035,0.488774770118232,0.17243230029842,2.83458939695367,0.00458846180270413,0.0490773969664734
"FBgn0031126",256.171379319612,-0.526476269124821,0.185817324242158,-2.83330023867265,0.00460700925260764,0.049209546411926
"FBgn0013548",642.130876055979,-0.398064130185662,0.140582686496593,-2.83153025529434,0.00463258506133453,0.0494163133992289
"FBgn0037369",208.730036090122,0.57640837623451,0.203624118832958,2.83074706247036,0.00464394297457151,0.0494710654409113
"FBgn0034894",403.278487955046,-0.503613512565329,0.17826474620664,-2.82508753571248,0.00472677008400287,0.0502859998093318
"FBgn0037728",2377.6077295444,0.33478341309347,0.118615728441443,2.82242007440643,0.00476627007391075,0.050638433525894
"FBgn0035083",1757.94152059987,-0.387239880624413,0.137323726732693,-2.8199051237387,0.00480378503227841,0.0509688646882731
"FBgn0000053",1698.25925937296,0.315874376369536,0.112066823259002,2.81862523790386,0.00482297921410244,0.0511042877526294
"FBgn0024234",1693.89492608895,0.313948466177464,0.1115944051511,2.81329933837071,0.0049035980191851,0.0518893388261838
"FBgn0030545",240.605741766448,0.567375199100818,0.201915806263848,2.80995930729374,0.00495477641688037,0.0523479017088338
"FBgn0250843",1529.08073120642,0.358696220186102,0.127667473135663,2.80961321921787,0.00496010695693366,0.0523479017088338
"FBgn0008649",217.906763543839,0.556973408541435,0.198406413566304,2.80723489997114,0.00499687895890635,0.0526660438812053
"FBgn0000346",71.6996768031415,0.920353502146804,0.327920696128931,2.80663438755614,0.00500620257940958,0.0526944263557191
"FBgn0032587",1897.13180438037,-0.3753092185086,0.133867477179548,-2.80358774525362,0.00505374786487763,0.0531245162462732
"FBgn0024248",584.540034467828,-0.399670449829995,0.142663600512706,-2.80148859550478,0.00508674390202467,0.053400731557979
"FBgn0020653",4114.90354998137,0.28085573866681,0.100487827267459,2.79492299021734,0.00519120795973011,0.0541398026981301
"FBgn0026262",593.194286942574,-0.41326626277111,0.147862039839586,-2.79494495828313,0.00519085522164601,0.0541398026981301
"FBgn0031012",682.510244832547,-0.37756750034899,0.135061902263783,-2.79551445685683,0.0051817184194162,0.0541398026981301
"FBgn0035903",73.695817674506,-0.903515164827373,0.323182133793527,-2.79568413705878,0.00517899895095815,0.0541398026981301
"FBgn0046214",2723.61647349437,0.295235251510245,0.105587794885077,2.79611153762216,0.00517215470699374,0.0541398026981301
"FBgn0031816",120.221619617617,0.71989360441197,0.257705148056354,2.79347777815655,0.0052144611581948,0.0543110390880394
"FBgn0029870",1816.52200804262,-0.307201458325156,0.110024733635865,-2.79211272023491,0.00523651107135306,0.0544693108429879
"FBgn0000568",2912.59497274919,-0.38625238445968,0.138385247294398,-2.79113844872476,0.00525230005148535,0.054562128770136
"FBgn0001219",69020.0481407848,0.287975649653478,0.103232897469752,2.78957247846169,0.00527776819561569,0.0546837338338434
"FBgn0015562",429.360852323557,0.438299663079186,0.157113638858975,2.78969837540713,0.00527571655571849,0.0546837338338434
"FBgn0001977",546.599060042708,0.417022994016029,0.14954466598359,2.78861831194828,0.00529334091368156,0.0547736721888377
"FBgn0039219",307.917160953609,0.491684834179829,0.176557140970361,2.7848481883968,0.00535527895815655,0.0553425252021718
"FBgn0027865",263.946603442006,0.556943685147405,0.200140490704998,2.78276366359233,0.00538980515446905,0.0555548398995662
"FBgn0037917",481.151240583986,-0.441395765925001,0.158616877523822,-2.78277931589411,0.00538954515662746,0.0555548398995662
"FBgn0020415",9524.41755069629,-0.308287411746519,0.110855095021377,-2.78099451980145,0.00541926519716524,0.0557861405723733
"FBgn0026380",896.241803015912,0.3844102594074,0.138344747423642,2.7786400753637,0.00545869721683883,0.0559514244688511
"FBgn0027086",2086.007156257,-0.311314938285416,0.112048430956375,-2.77839623123883,0.00546279586125394,0.0559514244688511
"FBgn0030612",290.461186131261,-0.51270633338669,0.184511002943477,-2.77873040202243,0.00545717966946385,0.0559514244688511
"FBgn0053007",82.7539789873986,-0.851077843132168,0.306324333813353,-2.77835532207748,0.00546348375334446,0.0559514244688511
"FBgn0029791",145.162834316847,-0.685634771457242,0.246838105257075,-2.77766988505754,0.00547502108935593,0.0559651942174867
"FBgn0034142",599.126589357266,0.389782408090773,0.140338784489754,2.77743896320571,0.00547891293585059,0.0559651942174867
"FBgn0261570",2555.16613339903,0.342326139753864,0.123466909415745,2.77261447114678,0.00556079575912593,0.0567286827956017
"FBgn0003067",1026.93593054837,-0.344295704140902,0.124246862978581,-2.77106154543521,0.00558738648047188,0.0568670735584256
"FBgn0043806",1128.64468256654,0.346011062095045,0.124869266644929,2.77098657973976,0.00558867301486478,0.0568670735584256
"FBgn0029608",478.406417342668,-0.431690744344101,0.155904645768612,-2.76894086263986,0.00562388420626751,0.0570791925762553
"FBgn0261553",1037.34778844919,-0.353471147875289,0.12764481696821,-2.76917744308663,0.00561980193844663,0.0570791925762553
"FBgn0012037",644.636405870749,0.415204804592038,0.15000079048353,2.7680174434656,0.00563984369805145,0.0570953348642227
"FBgn0027932",10538.4208139509,0.269719733746854,0.0974385004627629,2.76810226415513,0.00563837603633453,0.0570953348642227
"FBgn0030758",1215.60338110391,-0.394901315413472,0.14282183586627,-2.76499257286704,0.0056924091867534,0.0575541676935487
"FBgn0013988",2134.57913907522,-0.295963108523691,0.107107603852474,-2.76323153425539,0.00572321522806806,0.0577921110768195
"FBgn0010551",2510.12299977048,0.301023528898181,0.109062018375035,2.7601133133539,0.00577813162309,0.0582726040719496
"FBgn0036083",14.5050177673094,-2.52991323205271,0.91697112250063,-2.75898899100934,0.0057980488192611,0.0583306029695396
"FBgn0038681",154.0030318569,-0.643594011068337,0.233274133014125,-2.75896003878564,0.00579856251993661,0.0583306029695396
"FBgn0016032",338.332716959729,0.466561467514055,0.169156604977665,2.75816287265672,0.00581272280570922,0.0583991253311899
"FBgn0028695",2288.06138250468,0.291814313788297,0.105916987484807,2.75512286289445,0.00586700993905452,0.058870111093013
"FBgn0086757",424.218861819851,-0.436899812339667,0.158630863602602,-2.75419172799926,0.00588372891966036,0.0589634220990427
"FBgn0002609",26.6114877214225,-1.46789694397555,0.533732735185774,-2.75024716905294,0.00595503270310543,0.0596028273193688
"FBgn0030412",965.111750543021,-0.349450603412277,0.127168125339126,-2.74794176984507,0.00599706587153477,0.0599480282780966
"FBgn0020391",177.654828135261,0.606219157142641,0.220664811455651,2.74723982108256,0.00600991712825301,0.0600010193696315
"FBgn0027621",628.131664155039,-0.393239601309749,0.143214195117137,-2.74581441447275,0.00603608980486483,0.0601867072512683
"FBgn0032237",2227.90884489227,0.326442046630349,0.118918087499786,2.74510003897377,0.00604924543517571,0.0602345521314462
"FBgn0035850",1032.81898323693,-0.335387914422543,0.122193353469286,-2.74473123864993,0.00605604720687372,0.0602345521314462
"FBgn0053329",472.59204493052,-0.462946762629657,0.168745082960469,-2.74346816219889,0.00607939431553377,0.0603911832819336
"FBgn0013305",2275.77934032719,-0.299309362021963,0.10915667472008,-2.74201612305898,0.00610633442248026,0.0605830707308996
"FBgn0015805",1372.76651714229,0.32224758171476,0.117651650167579,2.73899755129453,0.00616268324416328,0.0609898427663332
"FBgn0250869",334.367440108562,-0.465772667533691,0.170050693121048,-2.73902245845089,0.0061622163833405,0.0609898427663332
"FBgn0030456",518.109774163481,0.398794613228188,0.145648605215966,2.7380599535221,0.0061802808007928,0.0610879247809707
"FBgn0004606",10815.022561945,-0.348587149923476,0.127359707424982,-2.73702850745635,0.00619969203094145,0.0612036677886853
"FBgn0000286",357.977747899667,-0.470534782044198,0.172121673222631,-2.73373348767987,0.00626207076567621,0.0615464648952459
"FBgn0004390",2040.73311199518,0.338787506339691,0.123936427726086,2.73355874907458,0.00626539450110153,0.0615464648952459
"FBgn0033356",559.17018336423,-0.426025258674473,0.155821655447442,-2.73405681290665,0.00625592492192915,0.0615464648952459
"FBgn0035410",255.032369868155,0.53718241210108,0.196439005197698,2.73460157039817,0.00624558232088384,0.0615464648952459
"FBgn0250788",9428.17041755247,0.301583966042765,0.110384162279729,2.73213076780442,0.00629261597073606,0.0617375544684438
"FBgn0032810",53.2231826781957,1.02150514527744,0.373987692608044,2.73138706291071,0.00630683526393443,0.0618007642940653
"FBgn0038874",85.7303909476457,-0.813952237487935,0.298055894948187,-2.73087112613367,0.006316716720103,0.0618213642545056
"FBgn0028399",2372.46101309636,-0.30715065407022,0.112785944400914,-2.72330613270753,0.0064632136625396,0.0631773173139018
"FBgn0034997",3999.34132148046,0.274488732660878,0.100812961254632,2.72275240450063,0.00647405578196194,0.0632055544216849
"FBgn0001248",2320.53682425828,0.29714711951864,0.109173526709466,2.72178730938509,0.00649299167021591,0.0633126439303139
"FBgn0034564",244.498455881986,0.524702482172583,0.19282175107757,2.7211789087088,0.00650495453513687,0.0633515608955058
"FBgn0016926",636.415742025416,-0.386827072745622,0.142284804344853,-2.7186815523046,0.00655426755267525,0.0637536894016036
"FBgn0035708",880.31060091207,-0.359594332357005,0.13232540418892,-2.71750035120705,0.00657770855878993,0.0639034840057501
"FBgn0010246",5334.95437171199,-0.27601002204113,0.101608876843027,-2.71639674226032,0.00659967784106786,0.0639824228183614
"FBgn0029861",542.220279672417,0.406725888894596,0.149736171213064,2.71628348447519,0.00660193616598168,0.0639824228183614
"FBgn0014469",604.552723146682,-0.380427302122254,0.140153572282262,-2.71436036861118,0.0066403887170914,0.0642766980934535
"FBgn0033079",270.902758197529,-0.491526503747423,0.18128180312672,-2.71139460921973,0.00670008365593723,0.0647756262940793
"FBgn0036616",79.3146494850777,-0.864894973095458,0.319561020508591,-2.70650961033656,0.00679946143310772,0.0654180629647785
"FBgn0039060",63.889441078549,-0.970188075939581,0.358338775418975,-2.7074604884867,0.00678001408370905,0.0654180629647785
"FBgn0053056",266.058643473965,-0.499689321622704,0.184609234325324,-2.7067406646741,0.0067947313075163,0.0654180629647785
"FBgn0259979",770.471993438391,-0.357895784397607,0.132217267493787,-2.70687627404208,0.00679195650087524,0.0654180629647785
"FBgn0030871",548.788316983439,0.409741433540525,0.151558650910603,2.70351729233993,0.00686098779514191,0.0659301934800396
"FBgn0032409",697.350776227377,0.363609517684791,0.134679049879092,2.69982241492808,0.00693764969844689,0.0665863552579196
"FBgn0038545",54.7519634188578,1.01342670712789,0.375438777901557,2.69931282216569,0.00694828297045112,0.0666079671485827
"FBgn0000826",103.680171386407,0.736926379972617,0.273047528490192,2.69889415973632,0.00695702982191746,0.0666114650539495
"FBgn0037074",2019.52593572418,-0.300191401980626,0.111266517296774,-2.69794911599456,0.0069768103975448,0.066720471996737
"FBgn0002121",2013.50333301701,-0.386006537830078,0.143125932596011,-2.6969713372602,0.00699732929855181,0.0668362691533549
"FBgn0033292",57.3953364767734,-1.02645231632893,0.380978755573245,-2.69425079827474,0.00705470588746996,0.0673034185927056
"FBgn0037852",566.115775546535,0.384813801010043,0.142863552794941,2.69357574749932,0.00706900807237469,0.0673590013802898
"FBgn0003997",88.1558819493831,-0.833860168438864,0.30965024054311,-2.69290980357812,0.00708314281670834,0.0674128574423727
"FBgn0015624",5512.06769304165,-0.38003756974503,0.141148335527257,-2.69246936795539,0.0070925050548913,0.0674212173100732
"FBgn0037760",1312.8397833609,-0.350910546196077,0.130438152908996,-2.69024467435459,0.00713996485811351,0.0677912792442391
"FBgn0260768",98.0501044122223,0.749620828485819,0.278825037780886,2.68849897574445,0.00717740558762567,0.0680654441585456
"FBgn0051856",67.6182423153728,0.892737526607027,0.332138440380446,2.68784765046902,0.00719141991302441,0.0681170608448212
"FBgn0011754",517.476276884862,0.414649546475051,0.154300129470655,2.687292278351,0.00720338904430859,0.068149205637048
"FBgn0037363",1249.60286442501,-0.335140013121009,0.124761252248583,-2.68625079566574,0.00722588282636868,0.0682807263033911
"FBgn0010053",125.978390562113,-0.712689983306116,0.265421695959308,-2.68512331190657,0.00725030509019062,0.0684045265937736
"FBgn0030502",1920.26648889855,-0.322253694569888,0.120026626996186,-2.68485170861403,0.00725619931024929,0.0684045265937736
"FBgn0002773",33.2573192457141,-1.32235893835148,0.493373516737345,-2.68023899437524,0.00735696128942096,0.0692722409561948
"FBgn0027590",339.417259834756,-0.446739024831137,0.166943829273941,-2.67598405268442,0.00745101904121823,0.0700748500835045
"FBgn0053868",13.3796216798145,-2.26754314452147,0.848567558447291,-2.67220107809757,0.00753554787444027,0.0707860507779868
"FBgn0000524",700.157121578019,0.378489959776558,0.14174370970602,2.67024166759538,0.00757966714937259,0.0711115947599826
"FBgn0026372",50437.1350543227,-0.251730495885619,0.0942857351173416,-2.66986830587185,0.00758810020843907,0.0711115947599826
"FBgn0027571",54040.9627528052,0.30082678891498,0.112716280536059,2.66888498701606,0.00761035053068531,0.0711662453365477
"FBgn0034221",85.0186559600171,-0.800949677730112,0.300113881148886,-2.66881916512473,0.0076118420203933,0.0711662453365477
"FBgn0003117",4347.33980138701,-0.281699915833749,0.10560445622516,-2.6675002732189,0.00764178270201834,0.0713622175475203
"FBgn0033483",3588.72592295319,-0.270462958828641,0.101437659438357,-2.66629731330698,0.00766918357356464,0.0715340397407491
"FBgn0030893",1496.59807664205,0.300487488857901,0.11273546247859,2.66542117494722,0.00768919553389496,0.0716366200561116
"FBgn0033539",572.641909975035,0.378584584385616,0.142165571947967,2.66298358455012,0.00774511923520518,0.0720731411735077
"FBgn0041188",3943.48133345723,-0.312662400333264,0.117593670719494,-2.65883698008785,0.00784108929970735,0.0728808615962272
"FBgn0015617",309.887385729701,0.46563903789853,0.175162638034091,2.65832396180231,0.007853036478217,0.072906636556531
"FBgn0039580",1968.65207625423,-0.292961404340889,0.110564521984456,-2.64968725123304,0.00805663125291655,0.0747095082461235
